Customer_ID,Customer_Title,Customer_First_Name,Customer_Last_Name,Customer_Segment,Marital_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Region
588,Dr.,Rachel,Smith,Corporate,Single,Female,1992-10-19,2006-09-20,,SOUTH
589,Professor,Zachary,Smith,SME,Widowed,Female,1983-07-10,2004-03-24,,WEST
590,Dr.,Henry,Garcia,Consumer,Divorced,Female,1983-12-12,2004-12-12,,SOUTH
591,Ms.,Quinn,Tyson,Corporate,Divorced,Male,1975-07-17,2014-07-18,,WEST
592,Ms.,Fiona,Jones,SME,Widowed,Female,1959-11-26,2014-04-14,,EAST
593,Dr.,Wendy,Tyson,Consumer,Single,Male,1966-11-06,2007-03-11,,NORTH
594,Ms.,Fiona,Brown,SME,Widowed,Male,1974-02-24,2002-10-21,,EAST
595,Mr.,Charles,Jones,Corporate,Divorced,Female,1994-04-13,2004-11-14,,WEST
596,Mr.,Liam,Harris,Consumer,Married,Female,1979-08-18,2001-10-19,,SOUTH
597,Dr.,Charles,Potter,Corporate,Divorced,Male,1966-04-17,2004-04-23,,SOUTH
598,Dr.,Yvonne,Davis,Consumer,Single,Female,1989-09-27,2005-07-17,,EAST
599,Dr.,Quinn,Miller,Corporate,Divorced,Male,1984-11-28,2015-04-14,,EAST
600,Professor,Xander,Potter,SME,Widowed,Female,1960-12-16,2005-09-06,,EAST
601,Mrs.,Liam,Johnson,Corporate,Widowed,Male,1960-02-18,2005-04-17,,WEST
602,Professor,Zachary,Wilson,Consumer,Married,Male,1960-09-25,2008-11-16,,WEST
603,Mrs.,Wendy,Tyson,Consumer,Married,Female,1983-04-27,2002-01-03,,SOUTH
604,Ms.,Victor,Tyson,SME,Divorced,Male,1955-05-22,2001-05-04,,EAST
605,Mrs.,Edward,Martin,Corporate,Divorced,Male,1978-06-01,2012-07-10,,EAST
606,Ms.,Wendy,Jackson,Corporate,Single,Female,1962-02-01,2005-08-15,,EAST
607,Mrs.,Rachel,Martin,Corporate,Divorced,Female,2000-11-03,2004-03-08,,NORTH
608,Professor,Brian,Tyson,Corporate,Married,Female,1964-05-21,2001-07-18,,NORTH
609,Dr.,Rachel,Thomas,SME,Widowed,Male,1950-01-24,2014-04-23,,NORTH
610,Professor,Tina,Thomas,SME,Single,Female,1971-06-04,2007-03-12,,EAST
611,Professor,Quinn,Martin,Corporate,Divorced,Female,1963-10-30,2013-10-01,,WEST
612,Professor,Diana,Brown,Consumer,Married,Male,1955-12-25,2000-12-24,,NORTH
613,Mrs.,Diana,Martin,SME,Widowed,Female,1958-11-10,2000-09-17,,WEST
614,Mrs.,Bonnie,Thomas,SME,Married,Female,1956-05-11,2000-04-17,,NORTH
615,Mr.,Olivia,Dillon,Corporate,Widowed,Male,1982-05-19,2012-07-07,,EAST
616,Mr.,Quinn,Johnson,SME,Married,Male,1977-04-07,2001-09-30,,NORTH
617,Professor,Xander,Davis,SME,Married,Male,1984-07-27,2004-04-01,,EAST
618,Dr.,Rachel,Potter,SME,Divorced,Female,1959-06-20,2014-04-28,,WEST
619,Mrs.,Catherine,Brown,SME,Widowed,Female,1966-03-09,2012-05-02,,SOUTH
620,Dr.,Rachel,Tyson,Corporate,Divorced,Female,1981-08-10,2007-01-25,,WEST
621,Professor,Allison,Taylor,Corporate,Married,Female,1971-08-06,2012-08-18,,SOUTH
622,Dr.,Olivia,Harris,SME,Divorced,Male,1950-01-07,2000-10-10,,NORTH
623,Mr.,Catherine,Anderson,Corporate,Married,Male,1976-12-11,2004-12-22,,WEST
624,Professor,Rachel,Thompson,Corporate,Single,Female,1963-11-18,2002-02-11,,NORTH
625,Ms.,Edward,Wilson,Corporate,Divorced,Male,1972-06-01,2005-03-23,,WEST
626,Mr.,Samuel,Miller,Corporate,Married,Male,1979-02-17,2010-10-27,,SOUTH
627,Dr.,Bonnie,Kirby,Corporate,Divorced,Female,1957-01-15,2001-04-03,,NORTH
628,Mrs.,Brian,Brown,Consumer,Widowed,Female,1951-01-10,2014-03-20,,SOUTH
629,Professor,Karen,Potter,Consumer,Married,Male,1963-06-03,2007-05-01,,EAST
630,Professor,Olivia,Tyson,Corporate,Married,Female,1995-04-13,2002-01-07,,SOUTH
631,Ms.,Edward,Jones,SME,Single,Female,1957-05-28,2010-09-03,,SOUTH
632,Professor,Charles,Jackson,Consumer,Married,Female,1988-12-24,2015-08-26,,NORTH
633,Professor,Patrick,Jackson,Consumer,Married,Male,1967-08-05,2012-08-02,,WEST
634,Ms.,Yvonne,White,Corporate,Widowed,Female,1958-01-14,2002-07-10,,NORTH
635,Ms.,Gwendolyn,Taylor,Corporate,Married,Female,1952-03-04,2006-11-02,,NORTH
636,Mrs.,Olivia,Johnson,Consumer,Divorced,Male,1967-12-01,2015-05-16,,WEST
637,Mrs.,Xander,Johnson,Corporate,Single,Male,1963-04-02,2006-06-14,,EAST
638,Mr.,Olivia,Martin,Consumer,Married,Female,1979-10-10,2004-09-08,,NORTH
639,Mr.,Tina,Jones,Corporate,Single,Male,1983-10-15,2013-01-27,,SOUTH
640,Professor,James,Miller,SME,Widowed,Male,1974-05-04,2001-03-10,,EAST
641,Ms.,Megan,Wilson,SME,Divorced,Female,1959-09-06,2000-06-05,,EAST
642,Mr.,Megan,Thompson,Consumer,Single,Male,1978-04-20,2010-11-14,,WEST
643,Mr.,Rachel,Smith,Corporate,Divorced,Female,1972-03-12,2011-11-15,,SOUTH
644,Mr.,Xander,Garcia,Corporate,Divorced,Female,1981-02-10,2015-05-07,,SOUTH
645,Mr.,Quinn,Wilson,SME,Single,Female,1973-02-12,2008-09-06,,WEST
646,Dr.,Edward,Taylor,SME,Widowed,Male,1962-04-25,2001-12-20,,WEST
647,Mrs.,Henry,Kirby,Corporate,Divorced,Male,1988-04-05,2007-01-03,,SOUTH
648,Professor,Ursula,Jones,Consumer,Married,Female,1998-07-27,2015-05-05,,WEST
649,Professor,Nathan,Jones,SME,Single,Male,1964-03-06,2007-02-13,,WEST
650,Mr.,Karen,Jones,Corporate,Widowed,Female,1978-08-04,2009-04-14,,WEST
651,Mr.,Edward,Miller,SME,Single,Female,1961-10-20,2004-02-22,,NORTH
652,Mrs.,Tina,Davis,SME,Single,Female,1952-05-04,2008-01-22,,WEST
653,Dr.,Quinn,Tyson,Corporate,Widowed,Female,1983-07-20,2004-02-16,,WEST
654,Mrs.,Fiona,Miller,Corporate,Single,Female,1952-11-22,2009-03-01,,WEST
655,Mrs.,Xander,Miller,SME,Widowed,Female,1955-12-08,2003-12-21,,WEST
656,Mrs.,Brian,Harris,SME,Single,Female,1988-05-11,2009-01-29,,NORTH
657,Professor,Megan,Tyson,SME,Single,Male,1998-02-06,2011-10-12,,NORTH
658,Mrs.,Olivia,Johnson,SME,Widowed,Male,1996-07-14,2012-01-24,,SOUTH
659,Mr.,Quinn,Dillon,Corporate,Widowed,Female,1967-01-13,2006-07-13,,SOUTH
660,Dr.,Olivia,Garcia,SME,Single,Male,1976-05-31,2013-10-01,,NORTH
661,Dr.,Allison,Dillon,Consumer,Single,Male,1958-02-11,2011-03-25,,SOUTH
662,Dr.,Nathan,Taylor,SME,Widowed,Male,1952-03-27,2004-01-05,,SOUTH
663,Ms.,Charles,Wilson,Consumer,Single,Female,1964-09-17,2002-10-09,,SOUTH
664,Dr.,Charles,Thompson,Corporate,Married,Female,1995-11-27,2013-09-23,,NORTH
665,Ms.,Yvonne,Garcia,Consumer,Married,Male,2000-09-25,2014-10-16,,EAST
666,Dr.,Yvonne,Johnson,Corporate,Widowed,Male,1977-08-21,2006-12-10,,WEST
667,Professor,Allison,Kirby,Consumer,Divorced,Female,1950-04-26,2013-12-18,,EAST
668,Professor,Brian,Martin,Consumer,Widowed,Male,1950-07-08,2013-08-20,,SOUTH
669,Dr.,Olivia,White,Consumer,Single,Female,1957-02-14,2013-06-26,,SOUTH
670,Mrs.,Bonnie,Garcia,Consumer,Divorced,Male,1954-12-10,2014-08-26,,WEST
671,Professor,Victor,Kirby,Consumer,Single,Male,1976-10-10,2007-06-05,,EAST
672,Ms.,Fiona,Garcia,SME,Widowed,Female,2000-06-08,2003-12-24,,SOUTH
673,Ms.,Charles,Anderson,Corporate,Single,Male,1983-01-25,2008-07-01,,EAST
674,Mr.,Patrick,Jones,SME,Widowed,Male,1974-08-15,2007-05-20,,NORTH
675,Mr.,Tina,Johnson,SME,Widowed,Female,1997-06-15,2001-12-19,,WEST
676,Ms.,Tina,Taylor,Consumer,Divorced,Female,1997-02-19,2012-11-24,,SOUTH
677,Professor,Patrick,Garcia,Consumer,Divorced,Male,1970-11-17,2015-11-22,,SOUTH
678,Mr.,Aaron,Harris,Corporate,Widowed,Male,1968-08-07,2013-10-19,,EAST
679,Mrs.,Liam,Potter,SME,Married,Female,1951-01-06,2014-05-14,,NORTH
680,Ms.,Zachary,Williams,Consumer,Divorced,Male,1976-12-09,2011-05-13,,NORTH
681,Professor,Karen,Jackson,Corporate,Married,Female,1952-08-12,2003-12-09,,NORTH
682,Mrs.,Patrick,Johnson,SME,Widowed,Female,1993-03-13,2003-06-26,,SOUTH
683,Mr.,Zachary,White,SME,Divorced,Male,1996-09-30,2006-09-18,,SOUTH
684,Ms.,Samuel,Taylor,Consumer,Divorced,Female,1955-12-10,2003-05-08,,WEST
685,Mrs.,Ursula,Potter,Corporate,Single,Female,1984-12-13,2004-03-15,,SOUTH
686,Mr.,Irene,White,Corporate,Divorced,Female,1994-08-05,2005-04-30,,EAST
687,Mrs.,Quinn,Anderson,Consumer,Single,Male,1960-01-26,2008-05-23,,WEST
688,Dr.,Quinn,Smith,Corporate,Married,Female,1994-11-11,2003-06-16,,SOUTH
689,Mrs.,Yvonne,Taylor,Consumer,Married,Male,1958-10-25,2011-07-30,,NORTH
690,Mr.,Megan,Thompson,SME,Single,Male,1950-05-15,2006-12-22,,SOUTH
691,Mr.,Olivia,Johnson,Consumer,Divorced,Female,1996-09-14,2014-10-12,,NORTH
692,Mrs.,Karen,Miller,Corporate,Divorced,Male,1975-09-17,2006-03-16,,WEST
693,Ms.,Edward,Garcia,Consumer,Single,Female,1960-04-08,2000-05-04,,NORTH
694,Ms.,Irene,Jones,Corporate,Single,Female,1971-12-19,2003-11-04,,NORTH
695,Mr.,Bonnie,Jones,Consumer,Single,Female,1992-03-26,2015-02-24,,SOUTH
696,Dr.,Charles,White,SME,Widowed,Female,1966-01-21,2015-10-21,,EAST
697,Professor,Karen,Miller,Consumer,Married,Female,1957-01-17,2010-06-11,,NORTH
698,Dr.,Olivia,Anderson,Consumer,Married,Female,1992-03-19,2005-03-13,,EAST
699,Ms.,Megan,Garcia,Consumer,Widowed,Male,1979-02-19,2010-03-02,,NORTH
700,Dr.,Diana,Thomas,Corporate,Divorced,Male,1991-05-19,2003-10-31,,SOUTH
