Customer_SK,Customer_ID,Customer_Title,Customer_First_Name,Customer_Last_Name,Customer_Segment,Marital_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Region,Customer_Name
305,305,Ms.,Irene,White,Corporate,Divorced,Male,1993-06-11,2001-09-22,,SOUTH,Ms. Irene White
306,306,Mrs.,Tina,Tyson,Corporate,Married,Male,1991-01-29,2002-05-26,,SOUTH,Mrs. Tina Tyson
307,307,Dr.,Karen,Tyson,Corporate,Divorced,Male,1979-07-26,2009-11-15,,SOUTH,Dr. Karen Tyson
308,308,Mrs.,Karen,Tyson,Corporate,Married,Female,1992-12-22,2007-01-17,,NORTH,Mrs. Karen Tyson
309,309,Dr.,Xander,Dillon,Corporate,Widowed,Female,1971-10-01,2007-04-23,,NORTH,Dr. Xander Dillon
310,310,Mrs.,Diana,Kirby,SME,Single,Female,1998-12-14,2004-01-13,,NORTH,Mrs. Diana Kirby
311,311,Mr.,Olivia,Anderson,Consumer,Widowed,Female,1986-09-15,2015-02-04,,WEST,Mr. Olivia Anderson
312,312,Dr.,Irene,Jones,SME,Widowed,Female,1983-10-28,2001-08-28,,WEST,Dr. Irene Jones
313,313,Dr.,Rachel,Thompson,SME,Divorced,Male,1998-10-10,2000-10-28,,SOUTH,Dr. Rachel Thompson
314,314,Ms.,Yvonne,Davis,SME,Single,Female,1964-12-03,2014-07-06,,EAST,Ms. Yvonne Davis
315,315,Mr.,Zachary,White,Consumer,Divorced,Male,1950-12-12,2002-03-18,,NORTH,Mr. Zachary White
316,316,Dr.,Liam,Jackson,Consumer,Divorced,Female,1994-11-25,2003-05-19,,SOUTH,Dr. Liam Jackson
317,317,Mr.,James,White,Corporate,Divorced,Female,1960-05-31,2003-03-06,,EAST,Mr. James White
318,318,Professor,Zachary,Miller,Consumer,Widowed,Female,1993-04-29,2007-10-24,,SOUTH,Professor Zachary Miller
319,319,Ms.,Karen,Williams,Consumer,Single,Female,1954-01-04,2015-12-10,,SOUTH,Ms. Karen Williams
320,320,Mrs.,Victor,Garcia,Corporate,Married,Female,1996-04-17,2003-11-30,,EAST,Mrs. Victor Garcia
321,321,Mrs.,Henry,Jackson,Corporate,Widowed,Male,1966-09-21,2014-05-13,,SOUTH,Mrs. Henry Jackson
322,322,Dr.,Olivia,Kirby,Consumer,Married,Female,1984-11-19,2000-02-06,,WEST,Dr. Olivia Kirby
323,323,Professor,Samuel,Brown,Consumer,Divorced,Female,1966-10-10,2008-03-15,,EAST,Professor Samuel Brown
324,324,Professor,Irene,Martin,SME,Widowed,Female,1978-02-12,2013-05-22,,EAST,Professor Irene Martin
325,325,Dr.,Liam,Thomas,SME,Divorced,Male,1965-06-24,2015-02-09,,EAST,Dr. Liam Thomas
326,326,Mrs.,Karen,Brown,Corporate,Married,Male,1977-05-25,2002-08-16,,WEST,Mrs. Karen Brown
327,327,Mrs.,Nathan,Tyson,Corporate,Married,Male,1984-06-04,2009-06-27,,SOUTH,Mrs. Nathan Tyson
328,328,Mrs.,Patrick,Anderson,SME,Widowed,Male,1966-10-14,2007-01-21,,WEST,Mrs. Patrick Anderson
329,329,Mrs.,Aaron,Martin,Corporate,Widowed,Female,1967-07-04,2008-08-11,,NORTH,Mrs. Aaron Martin
330,330,Dr.,Wendy,Harris,Consumer,Single,Female,1965-01-02,2001-11-08,,SOUTH,Dr. Wendy Harris
331,331,Professor,Irene,Davis,SME,Widowed,Female,1975-11-25,2003-10-09,,EAST,Professor Irene Davis
332,332,Ms.,Samuel,Brown,SME,Single,Female,1998-09-22,2008-03-24,,EAST,Ms. Samuel Brown
333,333,Mrs.,Nathan,Brown,Corporate,Widowed,Female,1976-09-16,2000-09-21,,WEST,Mrs. Nathan Brown
334,334,Mrs.,Olivia,Brown,SME,Divorced,Female,1968-10-30,2013-03-09,,EAST,Mrs. Olivia Brown
335,335,Mrs.,Tina,Jones,SME,Divorced,Female,1968-07-26,2001-05-01,,WEST,Mrs. Tina Jones
336,336,Ms.,Karen,Anderson,Consumer,Single,Female,1973-12-26,2011-07-16,,WEST,Ms. Karen Anderson
337,337,Mrs.,Irene,Dillon,SME,Married,Female,1961-11-27,2005-08-07,,EAST,Mrs. Irene Dillon
338,338,Dr.,Yvonne,Jackson,SME,Divorced,Female,1962-10-03,2012-12-13,,WEST,Dr. Yvonne Jackson
339,339,Mr.,Olivia,Williams,SME,Divorced,Female,1986-02-21,2011-07-25,,SOUTH,Mr. Olivia Williams
340,340,Professor,Patrick,Taylor,SME,Widowed,Female,1950-03-23,2002-02-02,,SOUTH,Professor Patrick Taylor
341,341,Dr.,Zachary,Potter,Corporate,Married,Female,1969-07-17,2009-08-20,,EAST,Dr. Zachary Potter
342,342,Ms.,Allison,Anderson,SME,Married,Female,1999-02-07,2012-12-17,,NORTH,Ms. Allison Anderson
343,343,Mr.,Catherine,Johnson,Consumer,Widowed,Male,1958-12-07,2014-01-16,,NORTH,Mr. Catherine Johnson
344,344,Mr.,Olivia,Harris,SME,Married,Female,1988-05-19,2004-07-15,,WEST,Mr. Olivia Harris
345,345,Mr.,Brian,Wilson,Corporate,Single,Male,1982-05-03,2005-08-13,,WEST,Mr. Brian Wilson
346,346,Ms.,Megan,Dillon,SME,Single,Male,1971-01-03,2009-08-17,,EAST,Ms. Megan Dillon
347,347,Mr.,Gwendolyn,Martin,SME,Married,Female,1961-11-27,2013-04-25,,EAST,Mr. Gwendolyn Martin
348,348,Mr.,Aaron,Taylor,Corporate,Married,Male,1987-11-21,2015-07-26,,EAST,Mr. Aaron Taylor
349,349,Mr.,Megan,Williams,Corporate,Divorced,Male,1959-04-05,2007-01-10,,WEST,Mr. Megan Williams
350,350,Mrs.,Yvonne,Jones,SME,Single,Male,1956-02-20,2011-11-24,,SOUTH,Mrs. Yvonne Jones
351,351,Mrs.,Liam,Miller,Consumer,Widowed,Male,1986-12-08,2013-10-25,,SOUTH,Mrs. Liam Miller
352,352,Professor,Edward,Brown,Corporate,Widowed,Male,1984-06-14,2007-11-19,,EAST,Professor Edward Brown
353,353,Mr.,Irene,Dillon,SME,Divorced,Male,1972-04-06,2012-05-30,,WEST,Mr. Irene Dillon
354,354,Professor,Gwendolyn,Thompson,Corporate,Widowed,Male,1995-09-18,2004-03-25,,NORTH,Professor Gwendolyn Thompson
355,355,Mr.,Patrick,Jackson,SME,Single,Male,1971-08-18,2011-03-16,,WEST,Mr. Patrick Jackson
356,356,Dr.,Karen,Jones,SME,Divorced,Male,2000-12-28,2009-06-09,,NORTH,Dr. Karen Jones
357,357,Mr.,Yvonne,Williams,Consumer,Divorced,Male,1956-01-22,2000-04-22,,SOUTH,Mr. Yvonne Williams
358,358,Professor,Zachary,Jackson,Corporate,Widowed,Female,1975-09-14,2014-02-05,,EAST,Professor Zachary Jackson
359,359,Professor,Ursula,Potter,Corporate,Single,Male,1963-09-13,2006-03-23,,EAST,Professor Ursula Potter
360,360,Professor,Zachary,Jones,Corporate,Single,Female,1979-04-25,2008-10-05,,WEST,Professor Zachary Jones
361,361,Mr.,Bonnie,Davis,SME,Widowed,Male,1988-12-24,2002-08-08,,WEST,Mr. Bonnie Davis
362,362,Mr.,Victor,Garcia,SME,Married,Male,1951-02-20,2015-11-17,,NORTH,Mr. Victor Garcia
363,363,Professor,Patrick,Thomas,Corporate,Married,Male,1996-05-27,2005-10-24,,WEST,Professor Patrick Thomas
364,364,Mr.,Xander,Brown,SME,Divorced,Male,1980-01-21,2009-08-18,,NORTH,Mr. Xander Brown
365,365,Mr.,Wendy,Kirby,Consumer,Divorced,Female,1994-07-06,2010-03-17,,NORTH,Mr. Wendy Kirby
366,366,Ms.,Liam,Garcia,Consumer,Single,Male,1959-03-26,2012-11-14,,WEST,Ms. Liam Garcia
367,367,Mrs.,Brian,Smith,Corporate,Divorced,Male,1954-02-15,2010-07-31,,EAST,Mrs. Brian Smith
368,368,Professor,Brian,Johnson,Consumer,Divorced,Female,1987-08-16,2005-01-13,,WEST,Professor Brian Johnson
369,369,Professor,Irene,Williams,Consumer,Single,Male,1983-06-13,2002-09-05,,NORTH,Professor Irene Williams
370,370,Dr.,Megan,Williams,Consumer,Divorced,Female,1975-04-30,2006-12-20,,EAST,Dr. Megan Williams
371,371,Ms.,Liam,Miller,Corporate,Married,Female,2000-07-31,2006-10-25,,EAST,Ms. Liam Miller
372,372,Professor,Yvonne,Miller,Corporate,Single,Male,1971-12-29,2003-05-18,,SOUTH,Professor Yvonne Miller
373,373,Mr.,Rachel,Thomas,SME,Widowed,Female,1980-01-21,2000-01-12,,WEST,Mr. Rachel Thomas
374,374,Mrs.,Gwendolyn,Thompson,Consumer,Single,Female,1987-08-31,2011-01-13,,EAST,Mrs. Gwendolyn Thompson
375,375,Professor,Bonnie,Davis,Corporate,Divorced,Male,1987-01-22,2015-09-20,,EAST,Professor Bonnie Davis
376,376,Dr.,Quinn,Jones,Corporate,Single,Male,1956-09-18,2013-04-10,,EAST,Dr. Quinn Jones
377,377,Ms.,James,Wilson,Corporate,Divorced,Female,1985-04-03,2015-09-19,,WEST,Ms. James Wilson
378,378,Mrs.,Henry,Williams,Consumer,Single,Male,1962-03-19,2013-02-10,,NORTH,Mrs. Henry Williams
379,379,Ms.,Olivia,Harris,Consumer,Divorced,Female,1986-06-21,2002-09-16,,WEST,Ms. Olivia Harris
380,380,Mr.,Olivia,Wilson,SME,Divorced,Male,1958-02-10,2003-07-15,,NORTH,Mr. Olivia Wilson
381,381,Mrs.,Allison,Taylor,Corporate,Married,Female,1958-03-08,2015-12-13,,WEST,Mrs. Allison Taylor
382,382,Ms.,Victor,Anderson,Corporate,Widowed,Male,1965-08-07,2000-09-11,,EAST,Ms. Victor Anderson
383,383,Mrs.,Olivia,Brown,Consumer,Single,Male,1960-11-23,2000-04-07,,EAST,Mrs. Olivia Brown
384,384,Ms.,Allison,Jackson,Consumer,Divorced,Male,1957-07-16,2013-01-22,,WEST,Ms. Allison Jackson
385,385,Dr.,Gwendolyn,Dillon,Consumer,Divorced,Male,1961-07-22,2002-01-23,,EAST,Dr. Gwendolyn Dillon
386,386,Professor,Bonnie,Garcia,Consumer,Widowed,Female,1988-11-10,2008-11-09,,SOUTH,Professor Bonnie Garcia
387,387,Mrs.,Fiona,Thomas,Corporate,Divorced,Male,1966-10-16,2006-03-02,,SOUTH,Mrs. Fiona Thomas
388,388,Professor,Tina,Tyson,Corporate,Divorced,Female,1972-01-19,2014-07-08,,EAST,Professor Tina Tyson
389,389,Ms.,Bonnie,Williams,Consumer,Widowed,Male,1984-05-12,2003-01-29,,SOUTH,Ms. Bonnie Williams
390,390,Dr.,Megan,Thomas,SME,Divorced,Female,1998-11-07,2010-11-14,,EAST,Dr. Megan Thomas
391,391,Mr.,Irene,Garcia,Consumer,Married,Female,1978-08-10,2013-05-23,,SOUTH,Mr. Irene Garcia
392,392,Professor,Zachary,Martin,Consumer,Married,Male,1982-01-25,2013-02-05,,EAST,Professor Zachary Martin
393,393,Ms.,Victor,Davis,SME,Married,Female,1997-11-17,2001-04-03,,WEST,Ms. Victor Davis
394,394,Mrs.,Allison,Garcia,SME,Divorced,Female,1971-03-23,2013-04-15,,NORTH,Mrs. Allison Garcia
395,395,Professor,Wendy,Thomas,Corporate,Married,Female,2000-07-25,2003-03-10,,EAST,Professor Wendy Thomas
396,396,Mr.,Patrick,Johnson,Consumer,Married,Female,1955-01-15,2005-03-20,,WEST,Mr. Patrick Johnson
397,397,Mrs.,Karen,Tyson,Corporate,Married,Male,1961-09-15,2007-08-23,,EAST,Mrs. Karen Tyson
398,398,Mrs.,Edward,Kirby,Consumer,Divorced,Female,1959-12-14,2011-10-21,,EAST,Mrs. Edward Kirby
399,399,Ms.,Samuel,Brown,Consumer,Married,Female,1977-01-27,2007-03-27,,SOUTH,Ms. Samuel Brown
400,400,Mrs.,Ursula,Taylor,Consumer,Divorced,Male,2000-06-01,2015-07-22,,SOUTH,Mrs. Ursula Taylor
401,401,Mrs.,James,Anderson,SME,Widowed,Male,1965-12-11,2000-01-15,,SOUTH,Mrs. James Anderson
402,402,Professor,Tina,Taylor,Corporate,Single,Male,1969-10-26,2014-05-06,,WEST,Professor Tina Taylor
403,403,Mrs.,Xander,Williams,SME,Married,Male,1981-02-11,2007-03-02,,NORTH,Mrs. Xander Williams
404,404,Ms.,Olivia,Smith,Corporate,Single,Female,1968-10-23,2005-08-06,,NORTH,Ms. Olivia Smith
405,405,Mr.,Xander,Smith,Consumer,Widowed,Female,1984-08-16,2009-10-29,,EAST,Mr. Xander Smith
406,406,Ms.,Catherine,Jackson,Corporate,Single,Male,1998-12-27,2008-06-01,,SOUTH,Ms. Catherine Jackson
407,407,Mr.,Olivia,Williams,Corporate,Divorced,Male,1976-06-16,2000-06-13,,WEST,Mr. Olivia Williams
408,408,Dr.,Karen,Garcia,Corporate,Single,Female,1964-06-08,2001-09-06,,EAST,Dr. Karen Garcia
409,409,Mrs.,Nathan,Dillon,Consumer,Single,Female,1988-12-14,2003-07-10,,EAST,Mrs. Nathan Dillon
410,410,Professor,Gwendolyn,White,Corporate,Divorced,Male,1998-06-16,2005-12-13,,WEST,Professor Gwendolyn White
411,411,Professor,Bonnie,Jackson,Consumer,Married,Female,1999-04-25,2011-01-04,,EAST,Professor Bonnie Jackson
412,412,Ms.,Nathan,Williams,Consumer,Single,Male,1993-02-03,2004-06-23,,EAST,Ms. Nathan Williams
413,413,Mr.,Ursula,Anderson,Corporate,Divorced,Female,1992-06-26,2002-08-04,,WEST,Mr. Ursula Anderson
414,414,Mr.,Catherine,Wilson,Corporate,Married,Female,1998-10-25,2008-09-09,,SOUTH,Mr. Catherine Wilson
415,415,Mr.,Fiona,Harris,Corporate,Widowed,Male,1973-08-15,2009-11-11,,NORTH,Mr. Fiona Harris
416,416,Mrs.,Samuel,Johnson,SME,Divorced,Female,1958-09-04,2001-12-03,,NORTH,Mrs. Samuel Johnson
417,417,Dr.,Rachel,Johnson,SME,Widowed,Male,1996-11-18,2009-05-22,,WEST,Dr. Rachel Johnson
418,418,Dr.,James,Williams,Consumer,Married,Female,1953-02-11,2011-04-06,,SOUTH,Dr. James Williams
419,419,Mrs.,Fiona,Miller,Consumer,Widowed,Female,1961-04-27,2000-12-15,,WEST,Mrs. Fiona Miller
420,420,Mrs.,Allison,Dillon,Consumer,Single,Female,1973-02-19,2007-03-04,,WEST,Mrs. Allison Dillon
421,421,Ms.,Rachel,Taylor,SME,Single,Female,1996-08-16,2010-04-11,,SOUTH,Ms. Rachel Taylor
422,422,Mrs.,Nathan,Jones,Consumer,Single,Male,2000-10-31,2013-03-09,,EAST,Mrs. Nathan Jones
423,423,Ms.,Brian,Potter,SME,Widowed,Female,1986-11-12,2005-12-03,,NORTH,Ms. Brian Potter
424,424,Ms.,Bonnie,Garcia,Consumer,Widowed,Female,1986-02-25,2003-03-24,,SOUTH,Ms. Bonnie Garcia
425,425,Mr.,Wendy,Davis,Consumer,Divorced,Female,1992-08-19,2006-01-09,,NORTH,Mr. Wendy Davis
426,426,Dr.,James,Wilson,Corporate,Married,Female,1958-10-24,2005-02-10,,NORTH,Dr. James Wilson
427,427,Professor,Irene,White,Consumer,Widowed,Female,1958-01-04,2004-03-19,,NORTH,Professor Irene White
428,428,Ms.,Yvonne,Thompson,Consumer,Married,Female,1955-01-16,2011-07-23,,SOUTH,Ms. Yvonne Thompson
429,429,Professor,Edward,Thompson,Consumer,Married,Male,1952-08-06,2003-11-24,,SOUTH,Professor Edward Thompson
430,430,Mr.,Bonnie,Harris,Corporate,Married,Female,1982-05-01,2015-10-21,,WEST,Mr. Bonnie Harris
431,431,Mr.,Quinn,Jackson,Corporate,Divorced,Female,1952-09-28,2005-06-04,,SOUTH,Mr. Quinn Jackson
432,432,Professor,Brian,Martin,Consumer,Divorced,Female,1999-06-19,2007-11-05,,WEST,Professor Brian Martin
433,433,Dr.,James,Smith,Consumer,Married,Male,1954-06-15,2003-08-27,,EAST,Dr. James Smith
434,434,Dr.,Irene,Dillon,Corporate,Single,Male,1996-01-19,2000-06-13,,WEST,Dr. Irene Dillon
435,435,Mrs.,Tina,Smith,SME,Divorced,Female,1972-08-23,2013-08-23,,WEST,Mrs. Tina Smith
436,436,Ms.,Catherine,Jackson,Corporate,Married,Female,1991-03-07,2005-08-26,,SOUTH,Ms. Catherine Jackson
437,437,Mr.,Samuel,Brown,SME,Divorced,Female,1995-11-22,2014-11-09,,SOUTH,Mr. Samuel Brown
438,438,Dr.,Victor,Brown,SME,Divorced,Female,1955-09-23,2007-07-17,,NORTH,Dr. Victor Brown
439,439,Ms.,Irene,Dillon,Consumer,Married,Female,1966-11-25,2003-05-13,,NORTH,Ms. Irene Dillon
440,440,Mr.,Victor,Jones,Corporate,Divorced,Female,1994-08-15,2006-08-18,,NORTH,Mr. Victor Jones
441,441,Professor,Xander,Johnson,SME,Married,Female,1967-01-15,2007-09-12,,SOUTH,Professor Xander Johnson
442,442,Mrs.,Quinn,Anderson,Consumer,Divorced,Female,2000-01-31,2004-01-23,,NORTH,Mrs. Quinn Anderson
443,443,Professor,Xander,Wilson,SME,Divorced,Male,1966-06-04,2015-03-31,,WEST,Professor Xander Wilson
444,444,Ms.,Liam,Davis,Corporate,Divorced,Female,1987-09-22,2007-06-07,,WEST,Ms. Liam Davis
445,445,Dr.,Brian,Brown,Corporate,Single,Male,1954-10-25,2014-03-24,,SOUTH,Dr. Brian Brown
446,446,Professor,Brian,Jackson,Consumer,Single,Male,1976-10-07,2009-04-07,,EAST,Professor Brian Jackson
447,447,Professor,Karen,White,SME,Divorced,Male,1991-01-19,2003-03-19,,WEST,Professor Karen White
448,448,Mrs.,Patrick,Taylor,Consumer,Single,Female,1978-02-12,2014-03-25,,EAST,Mrs. Patrick Taylor
449,449,Professor,Gwendolyn,Garcia,Consumer,Single,Female,1964-03-19,2010-12-24,,NORTH,Professor Gwendolyn Garcia
450,450,Dr.,Megan,White,SME,Single,Male,1984-05-22,2000-02-08,,SOUTH,Dr. Megan White
451,451,Professor,Aaron,Taylor,SME,Single,Male,1967-02-05,2000-05-26,,NORTH,Professor Aaron Taylor
452,452,Ms.,Wendy,Thomas,SME,Widowed,Female,1961-07-26,2002-04-21,,WEST,Ms. Wendy Thomas
453,453,Ms.,Charles,Johnson,Corporate,Divorced,Male,1976-02-03,2010-03-23,,WEST,Ms. Charles Johnson
454,454,Ms.,Catherine,Martin,Consumer,Widowed,Male,1966-11-27,2003-09-12,,NORTH,Ms. Catherine Martin
455,455,Mrs.,Xander,Jones,Consumer,Married,Female,1951-12-20,2013-03-23,,WEST,Mrs. Xander Jones
456,456,Ms.,Megan,Dillon,SME,Single,Male,1997-12-22,2013-12-22,,EAST,Ms. Megan Dillon
457,457,Mr.,Ursula,Smith,Corporate,Widowed,Male,1960-05-22,2009-05-07,,EAST,Mr. Ursula Smith
458,458,Mrs.,Patrick,Jones,SME,Widowed,Male,1950-11-01,2006-10-02,,NORTH,Mrs. Patrick Jones
459,459,Mrs.,Tina,Tyson,Corporate,Single,Male,1987-07-30,2002-05-09,,NORTH,Mrs. Tina Tyson
460,460,Professor,Patrick,Miller,Corporate,Married,Female,1967-12-03,2005-11-24,,EAST,Professor Patrick Miller
461,461,Professor,Fiona,Johnson,Corporate,Widowed,Male,1994-07-13,2004-08-28,,NORTH,Professor Fiona Johnson
462,462,Mr.,Aaron,Williams,SME,Single,Male,1994-04-30,2003-05-06,,EAST,Mr. Aaron Williams
463,463,Mrs.,Catherine,Wilson,Corporate,Divorced,Male,1990-12-23,2006-08-22,,EAST,Mrs. Catherine Wilson
464,464,Mr.,Allison,Garcia,Corporate,Divorced,Male,1976-01-26,2008-01-29,,EAST,Mr. Allison Garcia
465,465,Mr.,Brian,Johnson,Corporate,Married,Female,1962-06-01,2014-11-17,,EAST,Mr. Brian Johnson
466,466,Mr.,Tina,Wilson,Consumer,Married,Female,1983-06-07,2007-09-08,,SOUTH,Mr. Tina Wilson
467,467,Dr.,Olivia,Wilson,Consumer,Married,Male,1992-11-27,2009-06-16,,SOUTH,Dr. Olivia Wilson
468,468,Mr.,Brian,Garcia,SME,Widowed,Female,1987-04-29,2013-04-01,,EAST,Mr. Brian Garcia
469,469,Ms.,Tina,Jackson,Corporate,Married,Female,1952-08-02,2015-05-09,,WEST,Ms. Tina Jackson
470,470,Dr.,Catherine,White,SME,Divorced,Female,1954-02-15,2001-06-02,,EAST,Dr. Catherine White
471,471,Professor,Wendy,Thompson,SME,Divorced,Male,2000-09-09,2005-01-08,,EAST,Professor Wendy Thompson
472,472,Dr.,Victor,Davis,Consumer,Widowed,Male,1981-01-07,2014-11-20,,SOUTH,Dr. Victor Davis
473,473,Professor,Ursula,Garcia,Consumer,Married,Female,1992-02-07,2011-02-13,,EAST,Professor Ursula Garcia
474,474,Ms.,Henry,Taylor,SME,Married,Female,1954-07-08,2011-05-15,,NORTH,Ms. Henry Taylor
475,475,Mr.,Allison,Davis,Consumer,Widowed,Female,1991-03-10,2009-12-17,,SOUTH,Mr. Allison Davis
476,476,Dr.,Karen,Brown,Corporate,Widowed,Male,1951-08-06,2002-04-20,,SOUTH,Dr. Karen Brown
477,477,Professor,Allison,Williams,SME,Married,Female,1977-04-30,2011-05-27,,EAST,Professor Allison Williams
478,478,Mrs.,Liam,Johnson,SME,Widowed,Female,1990-10-09,2007-06-12,,NORTH,Mrs. Liam Johnson
479,479,Mrs.,Diana,Brown,SME,Divorced,Female,1950-03-13,2007-08-28,,SOUTH,Mrs. Diana Brown
480,480,Mr.,Wendy,Brown,SME,Married,Female,1964-09-23,2011-01-16,,NORTH,Mr. Wendy Brown
481,481,Mrs.,Irene,Tyson,Consumer,Widowed,Female,1966-10-29,2002-09-16,,EAST,Mrs. Irene Tyson
482,482,Mr.,Wendy,Taylor,Corporate,Single,Female,1987-03-09,2001-01-15,,WEST,Mr. Wendy Taylor
483,483,Professor,Patrick,Smith,SME,Widowed,Female,1954-05-11,2012-05-29,,WEST,Professor Patrick Smith
484,484,Mrs.,Wendy,Kirby,SME,Widowed,Female,1961-07-08,2002-04-28,,WEST,Mrs. Wendy Kirby
485,485,Mrs.,Nathan,Tyson,Corporate,Divorced,Female,1974-07-19,2008-12-03,,SOUTH,Mrs. Nathan Tyson
486,486,Professor,Edward,White,SME,Divorced,Male,1995-12-17,2006-09-14,,WEST,Professor Edward White
487,487,Ms.,Gwendolyn,Tyson,SME,Married,Male,1980-12-23,2015-01-30,,WEST,Ms. Gwendolyn Tyson
488,488,Ms.,Wendy,Brown,SME,Widowed,Female,2000-06-11,2010-10-10,,NORTH,Ms. Wendy Brown
489,489,Professor,Zachary,Smith,Consumer,Widowed,Male,1959-07-21,2000-07-26,,SOUTH,Professor Zachary Smith
490,490,Mrs.,Gwendolyn,Wilson,Consumer,Divorced,Male,1975-09-18,2015-04-30,,EAST,Mrs. Gwendolyn Wilson
491,491,Mr.,Gwendolyn,Potter,SME,Single,Male,1982-03-07,2010-02-24,,NORTH,Mr. Gwendolyn Potter
492,492,Ms.,Henry,Thompson,Corporate,Widowed,Female,1954-03-20,2008-07-22,,SOUTH,Ms. Henry Thompson
493,493,Mrs.,Aaron,Wilson,SME,Divorced,Male,1989-10-01,2005-01-21,,EAST,Mrs. Aaron Wilson
494,494,Mrs.,James,Harris,SME,Married,Male,1956-09-06,2004-03-11,,WEST,Mrs. James Harris
495,495,Ms.,Bonnie,White,Consumer,Married,Female,1999-12-08,2005-12-04,,SOUTH,Ms. Bonnie White
496,496,Mrs.,Karen,Harris,SME,Divorced,Male,1953-08-01,2003-06-13,,EAST,Mrs. Karen Harris
497,497,Professor,Patrick,Kirby,SME,Divorced,Male,1982-02-15,2001-08-20,,NORTH,Professor Patrick Kirby
498,498,Professor,Quinn,Williams,Consumer,Widowed,Female,1964-04-19,2009-04-30,,WEST,Professor Quinn Williams
499,499,Ms.,Catherine,Miller,Consumer,Divorced,Female,1979-09-14,2008-02-03,,WEST,Ms. Catherine Miller
500,500,Dr.,Diana,Thomas,Consumer,Married,Female,1971-07-25,2014-05-28,,EAST,Dr. Diana Thomas
501,501,Dr.,Zachary,Brown,Consumer,Divorced,Female,1973-01-07,2012-02-12,,SOUTH,Dr. Zachary Brown
502,502,Ms.,Patrick,Johnson,Consumer,Single,Male,1967-04-10,2007-03-09,,SOUTH,Ms. Patrick Johnson
503,503,Mrs.,Ursula,Williams,Consumer,Widowed,Male,1969-02-15,2015-05-16,,EAST,Mrs. Ursula Williams
504,504,Mrs.,Ursula,Williams,Consumer,Divorced,Male,1952-02-18,2010-04-19,,SOUTH,Mrs. Ursula Williams
505,505,Ms.,Bonnie,Garcia,Corporate,Married,Female,2000-01-26,2001-07-31,,EAST,Ms. Bonnie Garcia
506,506,Dr.,Olivia,Dillon,Corporate,Single,Male,1988-11-06,2007-02-04,,SOUTH,Dr. Olivia Dillon
507,507,Mr.,Ursula,Tyson,Corporate,Single,Male,1954-01-31,2015-09-20,,EAST,Mr. Ursula Tyson
508,508,Professor,Zachary,Anderson,Corporate,Widowed,Female,1957-10-05,2006-04-25,,NORTH,Professor Zachary Anderson
509,509,Professor,Patrick,Garcia,SME,Widowed,Female,1969-09-22,2003-01-22,,EAST,Professor Patrick Garcia
510,510,Ms.,James,Dillon,Consumer,Married,Male,1951-01-01,2012-05-31,,WEST,Ms. James Dillon
511,511,Dr.,Samuel,Tyson,Corporate,Single,Male,1998-03-11,2012-04-12,,EAST,Dr. Samuel Tyson
512,512,Professor,Gwendolyn,White,Consumer,Married,Female,1962-10-12,2003-08-11,,NORTH,Professor Gwendolyn White
513,513,Professor,Diana,Garcia,SME,Widowed,Male,1954-11-18,2012-04-23,,WEST,Professor Diana Garcia
514,514,Ms.,Victor,Williams,Corporate,Widowed,Female,1958-10-23,2004-06-05,,NORTH,Ms. Victor Williams
515,515,Mrs.,Victor,Dillon,Consumer,Single,Female,1958-12-23,2006-05-24,,WEST,Mrs. Victor Dillon
516,516,Professor,Olivia,Taylor,SME,Married,Female,1977-06-04,2015-07-21,,SOUTH,Professor Olivia Taylor
517,517,Mr.,Nathan,Garcia,SME,Married,Female,1978-02-06,2005-07-09,,NORTH,Mr. Nathan Garcia
518,518,Mrs.,Allison,Thomas,Corporate,Widowed,Female,1979-09-30,2010-10-06,,NORTH,Mrs. Allison Thomas
519,519,Mr.,Patrick,Potter,Corporate,Single,Male,1965-10-08,2014-06-24,,NORTH,Mr. Patrick Potter
520,520,Mr.,Irene,Dillon,SME,Single,Female,1956-10-06,2000-06-01,,WEST,Mr. Irene Dillon
521,521,Ms.,Bonnie,Potter,SME,Widowed,Male,1998-10-04,2012-02-08,,WEST,Ms. Bonnie Potter
522,522,Professor,Megan,Davis,SME,Widowed,Male,1976-02-09,2003-01-01,,NORTH,Professor Megan Davis
523,523,Mr.,Liam,Thompson,SME,Married,Male,1971-06-07,2013-10-09,,SOUTH,Mr. Liam Thompson
524,524,Professor,Fiona,Garcia,SME,Married,Female,2000-10-05,2014-10-15,,SOUTH,Professor Fiona Garcia
525,525,Dr.,Bonnie,Davis,Corporate,Divorced,Male,1970-10-16,2001-05-29,,NORTH,Dr. Bonnie Davis
526,526,Professor,Victor,Miller,Corporate,Widowed,Male,1982-05-30,2008-09-14,,EAST,Professor Victor Miller
527,527,Mr.,Ursula,Taylor,SME,Divorced,Female,1996-10-10,2014-03-18,,EAST,Mr. Ursula Taylor
528,528,Dr.,Megan,Dillon,SME,Single,Female,1982-10-10,2013-03-07,,WEST,Dr. Megan Dillon
529,529,Dr.,Henry,Thompson,Corporate,Widowed,Male,1981-08-29,2007-09-27,,SOUTH,Dr. Henry Thompson
530,530,Mrs.,Olivia,Garcia,Consumer,Divorced,Male,1956-12-01,2011-07-17,,WEST,Mrs. Olivia Garcia
